GEOID20,District
34007180403,1
34007180201,1
34011035003,2
34033050003,2
34033050002,2
34011010003,2
34011050506,2
34011050503,2
34011050501,2
34007075035,1
34007075018,1
34007075036,1
34007075031,1
34007075019,1
34007075030,1
34007075020,1
34007180306,1
34007180401,1
34007075034,1
34007140005,1
34007140003,1
34007075017,1
34007075014,1
34007075023,1
34015055213,1
34015055415,1
34015055203,1
34015055201,1
34015055209,1
34007180402,1
34007180301,1
34011010004,2
34011025001,2
34015055319,1
34015055302,1
34015055216,1
34015055312,1
34015055214,1
34011025002,2
34011065003,2
34011025004,2
34015055318,1
34001025001,2
34001060003,2
34001025002,2
34015025010,2
34015055404,1
34015055405,1
34015025006,2
34007140002,1
34007050001,1
34001020002,2
34011050102,2
34011050101,2
34007145001,1
34007050002,1
34001115001,2
34001060005,2
34001085101,2
34015055411,1
34015055425,1
34015055408,1
34015055421,1
34007180102,1
34007180103,1
34007180305,1
34007180303,1
34007180205,1
34007025001,1
34007180203,1
34007175002,1
34007110005,1
34011050103,2
34007110002,1
34007100002,1
34007100001,1
34033000501,2
34033045001,2
34033000704,2
34011035001,2
34011065001,2
34011065004,2
34015015006,2
34015040008,2
34015120003,2
34015045001,2
34015080003,2
34015120008,2
34033035002,2
34015120007,2
34015045003,2
34015025003,2
34015025011,2
34015025002,2
34011055001,2
34011005301,2
34033055002,2
34033005501,2
34033045003,2
34033075002,2
34011005201,2
34011005302,2
34011005101,2
34011035002,2
34011005305,2
34011005304,2
34011005303,2
34033045002,2
34015080001,2
34015120001,2
34011050504,2
34011050505,2
34015100004,1
34015050009,1
34015050007,1
34015050011,1
34011005401,2
34011005402,2
34011005501,2
34015040007,2
34015040009,2
34033050005,2
34033050006,2
34015030004,1
34015040006,2
34015040005,2
34015040003,2
34015040001,2
34011065002,2
34015020002,2
34033010001,2
34015020003,2
34011005202,2
34011005203,2
34015065001,2
34015005004,2
34015025008,2
34015025001,2
34011070206,2
34015015005,2
34015035006,2
34015120006,2
34015120004,2
34015085001,2
34015085002,2
34015045004,2
34015120005,2
34033075001,2
34015045002,2
34033035001,2
34033004003,2
34033004002,2
34033040001,2
34033000705,2
34015035003,2
34011050303,2
34011050302,2
34011050502,2
34011070401,2
34011070402,2
34011070303,2
34011070302,2
34011070506,2
34011070505,2
34011070504,2
34011070503,2
34011070204,2
34011070202,2
34011070301,2
34011070106,2
34011070201,2
34011070104,2
34011070203,2
34011050202,2
34011050402,2
34011050403,2
34011050401,2
34011070603,2
34011050301,2
34011050201,2
34011070403,2
34011070105,2
34011070501,2
34011070502,2
34011070404,2
34011070405,2
34015050005,1
34015050003,1
34015090001,1
34015090002,1
34015030013,1
34015030001,1
34015030007,1
34015075005,1
34015075003,1
34015030008,1
34015020004,2
34015020001,2
34015005003,2
34015005001,2
34015030011,1
34015005005,2
34015030002,1
34015030005,1
34015075006,1
34015075001,1
34015030009,1
34015005002,2
34015030003,1
34007180404,1
34015005006,2
34015030010,1
34015030012,1
34015090004,1
34015090005,1
34015050002,1
34015055122,1
34015055123,1
34015090037,1
34015090038,1
34015090039,1
34015055326,1
34015055306,1
34015055107,1
34015055117,1
34015010014,1
34015010005,1
34015055120,1
34015055124,1
34015090034,1
34015090018,1
34015090029,1
34015090003,1
34015090028,1
34015090036,1
34015090016,1
34015090017,1
34015090009,1
34015090010,1
34015090027,1
34015090026,1
34015090025,1
34015090024,1
34015090023,1
34015090012,1
34007075039,1
34007075008,1
34015090006,1
34015010001,1
34015010003,1
34015090035,1
34015090033,1
34015090031,1
34015090032,1
34015030006,1
34015075002,1
34015115002,1
34015115001,1
34015100012,1
34015115004,1
34015010011,1
34015100018,1
34015010013,1
34015100019,1
34015095002,1
34015050004,1
34015095001,1
34015010012,1
34015115003,1
34015095003,1
34015055210,1
34015090030,1
34015090022,1
34007110006,1
34007075028,1
34007075040,1
34007075037,1
34007075038,1
34007140004,1
34007075029,1
34015090007,1
34007075007,1
34007075005,1
34007075010,1
34007075027,1
34007075033,1
34007140006,1
34015090015,1
34015090013,1
34015090011,1
34015090020,1
34015090014,1
34015090021,1
34015090019,1
34007075032,1
34007160005,1
34009045001,2
34009055015,2
34009055011,2
34009055010,2
34009055005,2
34009020002,2
34009045003,2
34009030012,2
34009030008,2
34009005003,2
34009005002,2
34009030011,2
34009030010,2
34009010005,2
34009010004,2
34009055014,2
34009055003,2
34009055004,2
34009030018,2
34009020004,2
34009020001,2
34009030003,2
34009030002,2
34009055009,2
34009025108,2
34009025102,2
34009055013,2
34009020008,2
34009080002,2
34009080001,2
34009035102,2
34009035101,2
34009030016,2
34009020005,2
34009035204,2
34009035203,2
34009075004,2
34009075005,2
34009075002,2
34009075001,2
34009025302,2
34009030014,2
34009030013,2
34009075003,2
34009025301,2
34009025107,2
34009035202,2
34009035201,2
34009140004,2
34009140003,2
34009065001,2
34009140002,2
34009025204,2
34009025203,2
34009010003,2
34009060001,2
34009010001,2
34009010002,2
34009025306,2
34009025309,2
34009025307,2
34009025308,2
34009025202,2
34009025206,2
34009025210,2
34009025104,2
34009025106,2
34009025304,2
34009025305,2
34009025207,2
34009025101,2
34009025303,2
34009025201,2
34009025209,2
34009025208,2
34009025109,2
34009025105,2
34009060002,2
34009025205,2
34009025103,2
34009140005,2
34009140001,2
34009035104,2
34009035103,2
34009040105,2
34009040302,2
34009040303,2
34009040304,2
34009040205,2
34009045002,2
34009040405,2
34009040305,2
34009040404,2
34009040301,2
34001042203,2
34001065004,2
34001042102,2
34001060008,2
34001115002,2
34001060001,2
34001060012,2
34001060002,2
34001060006,2
34001060009,2
34001040010,2
34007180204,1
34001025004,2
34007180101,1
34001065005,2
34001065006,2
34001055003,2
34007175005,1
34007175001,1
34001065007,2
34007025005,1
34007180302,1
34007175008,1
34007030002,1
34005065022,3
34007025003,1
34001040012,2
34001060010,2
34001055010,2
34001055011,2
34001055017,2
34001055006,2
34001055012,2
34001040011,2
34001040019,2
34001040009,2
34001040020,2
34001040015,2
34001055013,2
34001040017,2
34001040022,2
34001040021,2
34001042201,2
34001055016,2
34001055005,2
34001040016,2
34001040003,2
34001005202,2
34001005203,2
34001090202,2
34001040014,2
34001095102,2
34001095101,2
34001090203,2
34001040008,2
34001005102,2
34001095203,2
34001095202,2
34001040013,2
34001005103,2
34001005201,2
34001040007,2
34001042101,2
34001042202,2
34001060004,2
34001090104,2
34001110002,2
34001090103,2
34001110004,2
34001090201,2
34001110001,2
34001010604,2
34029003001,2
34029003011,2
34029150001,2
34029102003,2
34029080004,2
34029080006,2
34029080010,2
34029150015,2
34029080012,2
34029080016,2
34029080009,2
34029085001,2
34029140001,2
34029150002,2
34029155001,2
34029150003,2
34029045001,2
34029080015,2
34029015001,2
34029150014,2
34029080003,2
34001015201,2
34001010101,2
34001010103,2
34001010201,2
34001010102,2
34001010304,2
34029003013,2
34029150009,2
34029150019,2
34029003009,2
34029150007,2
34029150010,2
34029150008,2
34029150020,2
34029150004,2
34029150013,2
34029003010,2
34029150021,2
34029150016,2
34029150017,2
34029150012,2
34029150006,2
34029003003,2
34029150011,2
34029003015,2
34029003014,2
34027045201,11
34027195004,7
34027045101,11
34027195003,7
34027045203,11
34005150005,3
34005150004,3
34005150003,3
34029115002,4
34027065002,11
34027025001,11
34027095004,7
34027095003,7
34027082006,7
34027065003,11
34027082005,7
34039005003,7
34039005010,7
34039005004,7
34039005002,7
34027082004,7
34035100009,7
34035105004,7
34035105001,7
34035105002,7
34035100008,7
34039005005,7
34027082003,7
34027100002,7
34027100003,7
34027195005,7
34035100001,7
34035100010,7
34035010020,7
34035010018,7
34035010014,7
34035010013,7
34027045102,11
34027045103,11
34027160005,11
34027160007,11
34027160006,11
34027045303,11
34027045202,11
34027045302,11
34027045403,11
34027045401,11
34027045301,11
34027045402,11
34027175103,11
34027160016,11
34027160002,11
34027175102,11
34027185001,11
34027175101,11
34027175104,11
34027170005,11
34027040301,11
34027040403,11
34027170003,11
34027040203,11
34027065001,11
34027110012,11
34027110021,11
34027110015,11
34027160010,11
34027160011,11
34027180201,7
34027100001,7
34029115005,4
34027110010,11
34027110009,11
34027110007,11
34027110008,11
34027120404,11
34027120102,11
34027120101,11
34027110006,11
34027120104,11
34027120201,11
34027110004,11
34027110003,11
34027060001,11
34027060008,11
34027060002,11
34027060003,11
34027110023,11
34027145001,11
34027040401,11
34027145002,11
34027145039,11
34027145004,11
34027040402,11
34027170004,11
34027040202,11
34027040302,11
34027040303,11
34027115001,11
34027115004,11
34027115006,11
34027115002,11
34027145006,11
34027145009,11
34027145037,11
34027145012,11
34027145010,11
34027145005,11
34027145008,11
34027145007,11
34027125005,11
34027040101,11
34027125001,11
34041065001,7
34041045001,7
34041065002,7
34041020003,7
34041020002,7
34041020004,7
34041020005,7
34025160004,3
34025205001,3
34025160003,3
34027180205,7
34027180202,7
34041020001,7
34037115001,7
34041030002,7
34041060001,7
34041030001,7
34041005004,7
34041005001,7
34041005002,7
34029115003,4
34029115006,4
34029115004,4
34029055024,4
34005095001,3
34005095002,3
34005020001,3
34027180204,7
34027013004,7
34037100002,7
34037100001,7
34037050002,5
34041005003,7
34037040002,7
34027135017,7
34027135020,7
34037040003,7
34037040004,7
34037035002,7
34037010006,5
34037020002,7
34037040001,7
34037020001,7
34027140001,7
34037095001,7
34037095002,7
34027140002,7
34037095003,7
34037020005,7
34027180101,7
34027180105,7
34037020004,7
34037060012,7
34037060006,7
34027180104,7
34027180102,7
34027180103,7
34037090002,7
34037090005,7
34037090014,7
34027130003,7
34027130002,7
34027130001,7
34037060004,7
34027070002,11
34027070003,11
34027070001,11
34027195002,7
34027175301,11
34037030002,5
34037030003,5
34037055007,5
34037055006,5
34037055005,5
34037045001,5
34027195001,7
34027175202,11
34027175201,11
34027175203,11
34027175304,11
34027175303,11
34027175302,11
34027170002,11
34027175204,11
34027070009,11
34027070010,11
34027170001,11
34027175403,11
34027175503,11
34027175501,11
34027175502,11
34027040201,11
34027180203,7
34027095002,7
34027035003,7
34027035004,7
34027040103,11
34027175504,11
34027180301,7
34027180304,7
34027180302,7
34027175601,11
34027175602,11
34027040102,11
34027135015,7
34027135008,7
34027180306,7
34027180305,7
34035000006,7
34035070005,12
34035070008,12
34035005002,7
34035025008,7
34027010003,11
34027175604,11
34027175603,11
34027070011,11
34031075001,5
34027070013,11
34037055004,5
34037110009,5
34037110012,5
34037110007,5
34037025004,5
34037025003,5
34003305012,5
34003305008,5
34003080004,5
34003040003,5
34003040002,5
34003305011,5
34003305010,5
34039060402,12
34035070015,12
34039060403,12
34035070013,12
34035070011,12
34035070006,12
34023085101,6
34035045001,7
34035045002,7
34003045003,5
34003045002,5
34003075102,5
34003075103,5
34003075101,5
34003075302,5
34003305005,5
34023015001,12
34023015002,12
34023085105,6
34023085102,6
34023085104,6
34023015005,12
34023015004,12
34003075301,5
34003075104,5
34003015009,5
34003075303,5
34003075304,5
34003300013,5
34003075404,5
34003265002,5
34003215001,5
34003215002,5
34003075402,5
34003075401,5
34003300014,5
34041060004,7
34041080005,7
34041080006,7
34041040002,7
34041040003,7
34041060003,7
34019090001,7
34003015012,5
34003300017,5
34003300015,5
34003300023,5
34003300016,5
34003300012,5
34003015011,5
34003300009,5
34003300010,5
34003300011,5
34037110017,5
34037110003,5
34003300008,5
34037110016,5
34037110020,5
34003220002,5
34003190001,5
34003220001,5
34037110006,5
34037110008,5
34041040005,7
34027190007,7
34041040006,7
34041040004,7
34041060002,7
34003300007,5
34003115506,5
34003260008,5
34003260006,5
34003260005,5
34003260004,5
34003115502,5
34023085401,6
34023085403,6
34023085107,6
34023085109,6
34003115504,5
34003115505,5
34003115304,5
34003115501,5
34003115405,5
34003115503,5
34003180004,5
34003115404,5
34003115403,5
34003115402,5
34003170006,9
34003170005,9
34003170001,9
34003270003,9
34003270004,9
34003230001,5
34003230006,5
34003230015,5
34003170007,9
34003285004,9
34003285005,9
34003270001,9
34003270002,9
34003285006,9
34003110007,5
34003255019,5
34003085004,5
34003085003,5
34003230016,5
34003285007,9
34003285008,9
34003285002,9
34003285003,9
34003285009,9
34003085009,5
34003285011,9
34003085008,5
34003067009,9
34029090016,4
34029090026,4
34003067008,9
34003067001,9
34003067010,9
34003067002,9
34003320002,5
34003320003,5
34003320001,5
34003005001,5
34003005002,5
34003067003,9
34031040303,9
34031040313,9
34023085201,6
34023055007,12
34023055008,12
34023055005,12
34023085307,6
34023085209,6
34023085202,6
34023085203,6
34023085206,6
34023085205,6
34031040309,9
34003085023,5
34031040505,9
34031040607,9
34031040606,9
34031040301,9
34031040608,9
34031040603,9
34031040605,9
34031020301,9
34031020103,9
34031020302,9
34031020202,9
34031020203,9
34031020401,9
34031040507,9
34031040602,9
34031040509,9
34031040611,9
34031040601,9
34031040609,9
34031040212,9
34031040211,9
34031040109,9
34031040101,9
34031040102,9
34031040104,9
34031010206,9
34023085306,6
34023085303,6
34023085302,6
34023085301,6
34023085305,6
34023085410,6
34023085404,6
34031040210,9
34031080005,11
34031040209,9
34031040508,9
34041070002,7
34041080001,7
34041115004,7
34041080002,7
34031075011,5
34031075012,5
34031075013,5
34023065112,12
34023065115,12
34023040004,12
34023065111,12
34023105001,12
34023040001,12
34019115001,7
34019035005,7
34019085003,7
34023070606,6
34023070604,6
34023070603,6
34023070602,6
34023070605,6
34023070503,6
34023070502,6
34023070501,6
34023070601,6
34035040326,12
34035050007,12
34031075010,5
34037110015,5
34031055003,5
34003165008,5
34003165009,5
34031060003,11
34031080002,11
34031080001,11
34031080004,11
34031080003,11
34031060001,11
34031070206,11
34031070205,11
34031070207,11
34031060005,11
34031040208,9
34031040207,9
34031060006,11
34031060002,11
34031060004,11
34031070403,11
34031070505,11
34031070404,11
34031070501,11
34031070502,9
34031070405,11
34031070406,11
34031070102,11
34031070201,11
34031070203,11
34031070202,11
34031070204,11
34031070101,11
34031070106,11
34027080401,11
34027080402,11
34027080201,11
34031070103,11
34027155004,11
34027155003,11
34027155002,11
34027155001,11
34013037005,11
34013037002,11
34027080301,11
34027080101,11
34027080202,11
34027080302,11
34013037003,11
34031075003,5
34031075004,5
34031075005,5
34031075002,5
34031075006,5
34027075003,11
34031005001,5
34027165002,11
34031005002,5
34031005005,5
34027105008,11
34027105006,11
34027105014,11
34027105017,11
34027105003,11
34027105012,11
34027105004,11
34027105011,11
34027105018,11
34027105007,11
34027105016,11
34027075004,11
34027075001,11
34027105015,11
34027145032,11
34027075007,11
34027010005,11
34027010004,11
34027105001,11
34027005201,11
34027005202,11
34027005401,11
34027005302,11
34027010002,11
34027005301,11
34027005102,11
34027005101,11
34027005402,11
34027145018,11
34027010001,11
34027125002,11
34027125003,11
34003080003,5
34003080002,5
34003075201,5
34003095010,5
34003095014,5
34003080001,5
34003075202,5
34003075403,5
34003095012,5
34003075203,5
34003075204,5
34003300020,5
34003300019,5
34003300022,5
34003300018,5
34003300021,5
34003300005,5
34003300004,5
34003300006,5
34003245004,9
34023065104,12
34023065212,12
34023065211,12
34023065105,12
34023065102,12
34023070403,6
34023070203,6
34023070401,6
34023070405,6
34023070504,6
34023065113,12
34023065208,12
34023065205,12
34023065101,12
34003020001,5
34003115305,5
34003115101,5
34003115102,5
34003115302,5
34003115303,5
34003115104,5
34003115301,5
34003115201,5
34003115401,5
34003115204,5
34003115205,5
34003115203,5
34003115202,5
34003155012,9
34023070207,6
34023070205,6
34023070206,6
34035040544,12
34035040545,12
34023070404,6
34003125006,9
34003125007,9
34003125008,9
34023075001,12
34023075006,12
34003155001,9
34003155011,9
34003155010,9
34003155009,9
34003285001,9
34003060001,9
34003025001,9
34003025002,9
34003105503,9
34003105502,9
34003105501,9
34003325003,9
34003105101,9
34003295001,9
34003105301,9
34003105103,9
34003105302,9
34023020004,12
34023075007,12
34023075013,12
34023075004,12
34023075016,12
34023075010,12
34023020027,12
34023105004,12
34023020034,12
34023075020,12
34023075023,12
34023075024,12
34023065107,12
34041115003,7
34041110001,7
34041115005,7
34041110002,7
34041085001,7
34003105402,9
34003105403,9
34003105201,9
34003105202,9
34031010308,9
34003105401,9
34003195009,9
34003160004,9
34003195010,9
34031010405,9
34031010401,9
34031010404,9
34031010304,9
34031010301,9
34031035205,9
34031035206,9
34023065215,12
34023065210,12
34023065109,12
34023065110,12
34023010003,12
34023010001,12
34031010306,9
34031010202,9
34031010204,9
34023075011,12
34023065114,12
34023065214,12
34031040610,9
34013080206,11
34031010123,9
34023065117,12
34023065116,12
34025255003,3
34025255001,3
34027135014,7
34035065019,12
34035065016,12
34027135018,7
34027135012,7
34025210006,6
34025210003,6
34025215001,6
34025165002,6
34025215002,6
34023030001,12
34023020010,12
34023020023,12
34027190002,7
34027190004,7
34027190001,7
34027190005,7
34027190003,7
34023065201,12
34023020039,12
34023020036,12
34023020014,12
34023020031,12
34023020038,12
34023020011,12
34023020003,12
34023115004,12
34023060002,12
34023060004,12
34023060008,12
34023060006,12
34023060009,12
34023060007,12
34023060001,12
34023060003,12
34031010210,9
34031010203,9
34031010207,9
34031010209,9
34031010205,9
34031010208,9
34031010114,9
34023020019,12
34023020032,12
34023020015,12
34023070204,6
34023070201,6
34023070202,6
34023070103,6
34023070102,6
34023070101,6
34023095030,6
34023095010,6
34023025012,6
34023125201,6
34023035013,6
34023035007,6
34023035008,6
34023025027,6
34023085406,6
34023025031,6
34023085405,6
34023085407,6
34023085208,6
34023085409,6
34023085402,6
34023110015,6
34023025077,6
34023025071,6
34023025005,6
34023025003,6
34023085103,6
34023110007,6
34025160007,3
34025255002,3
34021060003,3
34021005007,3
34021065016,12
34021005001,3
34021005014,3
34023110014,6
34023110006,6
34039060307,12
34039060306,12
34039060405,12
34035070009,12
34039060401,12
34039060404,12
34023075014,12
34023070402,6
34039060310,12
34035105005,7
34035070001,12
34023005009,6
34039045701,7
34035105003,7
34035070004,12
34035070002,12
34035070014,12
34039005011,7
34039005008,7
34039005006,7
34027025008,11
34039055004,7
34039055005,7
34039005009,7
34027025007,11
34027025002,11
34027025003,11
34039055010,7
34039055007,7
34039055008,7
34027025009,11
34013060016,11
34013060005,11
34013050010,11
34013050017,11
34027085003,11
34027055006,11
34027110005,11
34027085014,11
34027060007,11
34031080006,11
34025090003,3
34031080007,11
34027060004,11
34027060006,11
34031025003,11
34031025007,11
34031025009,11
34031010121,9
34031025006,11
34031025002,11
34031025001,11
34013065201,11
34027050007,11
34027060005,11
34027145011,11
34027145015,11
34027145013,11
34027145016,11
34027145017,11
34027145024,11
34027145020,11
34027145014,11
34027125004,11
34027145003,11
34027145019,11
34027060009,11
34013025008,11
34031025008,11
34031025004,11
34013025001,11
34013025002,11
34023040002,12
34023065202,12
34023040003,12
34031025005,11
34023065209,12
34023065203,12
34023065204,12
34023065308,12
34023065213,12
34023065207,12
34023065206,12
34027145023,11
34027145021,11
34027145028,11
34025160002,3
34025130018,3
34025080023,3
34025080019,3
34027145022,11
34027145038,11
34027145025,11
34027145030,11
34027145029,11
34027145031,11
34027145033,11
34027145034,11
34027105010,11
34027105009,11
34027050005,11
34027050006,11
34027145026,11
34027105002,11
34025160005,3
34025160001,3
34025160006,3
34029055020,4
34029055023,4
34027105013,11
34027105005,11
34029070040,4
34029070002,4
34029070025,4
34029070010,4
34013037004,11
34013075002,11
34013110102,10
34013027S06,10
34013110103,10
34019130002,7
34021010024,12
34021010026,12
34021010019,12
34021030002,12
34005192011,3
34005045001,3
34005155003,3
34005045002,3
34005045003,3
34005155002,3
34005155004,3
34005050101,3
34005050104,3
34005050103,3
34005050302,3
34005155008,3
34005050105,3
34005050102,3
34005050205,3
34005050106,3
34005050303,3
34005115009,3
34005050305,3
34005040011,3
34005040013,3
34005040012,3
34005040009,3
34005040010,3
34005040001,3
34005050301,3
34005050306,3
34005080002,3
34005080003,3
34005115006,3
34005115010,3
34005115003,3
34005115004,3
34005115005,3
34005115008,3
34005115007,3
34005115002,3
34005115011,3
34005125006,3
34005125008,3
34005100015,1
34005100016,1
34005065007,3
34005065021,3
34007043017,1
34007043045,1
34005125003,3
34007043007,1
34007043043,1
34007043016,1
34007043027,1
34007043044,1
34007043026,1
34007043039,1
34041110003,7
34041085002,7
34041105003,7
34041105002,7
34041105001,7
34041110004,7
34021030010,12
34021030009,12
34021030007,12
34021030004,12
34021030001,12
34021040002,12
34021030012,12
34021055W02,12
34021010010,12
34021010009,12
34021010006,12
34007043011,1
34007043031,1
34007043042,1
34007043040,1
34007043037,1
34007043022,1
34041050002,7
34041115001,7
34041115006,7
34041105004,7
34041110006,7
34023090008,12
34023090009,12
34023090002,12
34023090010,12
34023090004,12
34023090006,12
34023105026,12
34041025002,7
34019010004,7
34019065001,7
34023105015,12
34023010002,12
34019125002,7
34019125003,7
34019010001,7
34019010003,7
34041025001,7
34019125001,7
34021005003,3
34007043018,1
