GEOID20,District
34005100011,1
34005100018,1
34005100009,1
34005100001,1
34005100004,1
34023105029,12
34023105028,12
34035040328,12
34035040324,12
34035040329,12
34035040425,12
34023090005,12
34023105003,12
34023105027,12
34023090001,12
34023090007,12
34023065108,12
34021050015,12
34021065009,12
34021065006,12
34021050016,12
34021050019,12
34023090013,12
34021050017,12
34021050018,12
34021050013,12
34005115001,3
34023105023,12
34023105030,12
34023105002,12
34023105017,12
34023105014,12
34023105013,12
34023105010,12
34023105025,12
34023105019,12
34023105020,12
34019085004,7
34019130001,7
34019035001,7
34019085002,7
34019040002,7
34019035003,7
34019035004,7
34019080002,7
34019035002,7
34021050011,12
34021050012,12
34021050014,12
34021060001,3
34021065013,12
34021065003,12
34021050021,12
34021050020,12
34019040001,7
34019040005,7
34021050007,12
34021050010,12
34021050008,12
34021065002,12
34021050005,12
34021050009,12
34019105018,7
34019045003,7
34019105011,7
34019105010,7
34019105016,7
34019080001,7
34019050002,7
34019105005,7
34019105003,7
34019050003,7
34019005002,7
34021050003,12
34021050002,12
34021065004,12
34021050001,12
34019050001,7
34019125004,7
34019110006,7
34019030007,7
34019030001,7
34019030011,7
34019040004,7
34021030006,12
34019105013,7
34019040003,7
34019105008,7
34035050030,7
34021025002,12
34021025001,12
34035050008,7
34035065003,12
34035065004,12
34019110011,7
34035025012,7
34019110001,7
34019070001,7
34019095004,7
34019095005,7
34019095003,7
34041110005,7
34019095001,7
34019020001,7
34019095002,7
34027190012,7
34041095201,7
34041095101,7
34041100001,7
34041095401,7
34019005001,7
34019005003,7
34019005004,7
34019095006,7
34041080003,7
34035030023,7
34035030010,7
34035010016,7
34023105016,12
34007043019,1
34007043020,1
34007043013,1
34019085001,7
34021030003,12
34035040101,12
34035085001,12
34035065001,12
34019100001,7
34005030010,3
34005075301,3
34005075302,3
34019080004,7
34019080003,7
34035065013,12
34021050022,12
34035065002,12
34035065014,12
34035065015,12
34035065018,12
34019075001,7
34041100002,7
34019075004,7
34005040016,3
34005040017,3
34005040015,3
34005040014,3
34005040002,3
34005040019,3
34007085009,1
34007043048,1
34005040005,3
34005040018,3
34005040003,3
34005040008,3
34005040020,3
34005160001,3
34007055010,1
34007040206,1
34007185002,1
34007040204,1
34007055009,1
34007040205,1
34007077203,1
34007077103,1
34007077201,1
34007077101,1
34007077102,1
34007077202,1
34007077302,1
34007040203,1
34007040211,1
34007040202,1
34007040201,1
34007135005,1
34007040303,1
34007135020,1
34005140007,1
34005140006,1
34005140005,1
34005140004,1
34007135006,1
34007135004,1
34007135016,1
34007040308,1
34007040407,1
34007040408,1
34007040409,1
34007040305,1
34007040301,1
34005140008,1
34005140009,1
34005040007,3
34007020005,1
34007020006,1
34007125004,1
34007077301,1
34005100008,1
34005100006,1
34005100005,1
34005100014,1
34005100007,1
34007135019,1
34007135012,1
34007135007,1
34007040106,1
34007040107,1
34007040110,1
34007040109,1
34007040108,1
34007040105,1
34007040102,1
34007040101,1
34007120003,1
34007135010,1
34007135011,1
34007120001,1
34007043008,1
34007120002,1
34007040103,1
34007040410,1
34007040401,1
34007185001,1
34007040207,1
34007080014,1
34007080001,1
34007085008,1
34007043021,1
34007043025,1
34007043012,1
34007080006,1
34007125001,1
34007005003,1
34007010001,1
34007125002,1
34007040208,1
34007040209,1
34007135023,1
34007135017,1
34007040210,1
34007090007,1
34007090006,1
34007040403,1
34007040104,1
34007135013,1
34007043010,1
34007085003,1
34007085007,1
34007085001,1
34007085002,1
34007043024,1
34007043015,1
34007043041,1
34007043023,1
34007043003,1
34007043004,1
34007043006,1
34007043001,1
34007080012,1
34007080015,1
34007080010,1
34007080009,1
34007055007,1
34007080013,1
34007080008,1
34007043009,1
34007135024,1
34007080011,1
34007080003,1
34007080002,1
34007080005,1
34007130004,1
34007055003,1
34007005008,1
34007005004,1
34007090001,1
34007085005,1
34007090004,1
34007005007,1
34007085006,1
34007055002,1
34007080007,1
34007055012,1
34007055004,1
34007055008,1
34007135015,1
34007055006,1
34007130002,1
34007055005,1
34007130003,1
34007080004,1
34007005001,1
34007005005,1
34007043032,1
34007085010,1
34007090005,1
34007055011,1
34007040304,1
34007005006,1
34007005002,1
34007135022,1
34007040306,1
34007040406,1
34007040307,1
34007040309,1
34007040302,1
34007135002,1
34007135021,1
34007135008,1
34007135001,1
34007043038,1
34005100013,1
34005100003,1
34005100010,1
34005100012,1
34005100002,1
34005100019,1
34005100017,1
34005160003,3
34005140003,1
34005140002,1
34005040006,3
34005140001,1
34005160002,3
34005040004,3
34019075005,7
34019075003,7
34019015001,7
34041035002,7
34019010002,7
34041035004,7
34041025003,7
34041035001,7
34019075002,7
34041010002,7
34041075003,7
34041075002,7
34041050001,7
34041010001,7
34019055001,7
34041035003,7
34041075001,7
34041015002,7
34041015003,7
34041115002,7
34041075007,7
34041095301,7
34041095601,7
34041100004,7
34041100003,7
34041095702,7
34041095703,7
34041095701,7
34041075006,7
34041095602,7
34041095502,7
34041075004,7
34041075005,7
34041095501,7
34041015001,7
34005015301,3
34005015201,3
34005020007,3
34005015102,3
34005020005,3
34005020006,3
34005020004,3
34021015014,3
34005020002,3
34005020003,3
34005035001,3
34005015101,3
34005020008,3
34005035002,3
34029115001,4
34005130001,3
34005135001,3
34005175001,3
34005150006,3
34005055007,3
34005095008,3
34021005006,3
34005095006,3
34005200002,3
34005175003,3
34005150010,3
34021015049,3
34021015031,3
34021015024,3
34021015037,3
34021015008,3
34021015046,3
34021015029,3
34021015063,3
34021015038,3
34005150007,3
34005150008,3
34005170001,3
34025255004,3
34021035015,3
34021035011,3
34021035014,3
34021035013,3
34021035019,3
34021035012,3
34021035016,3
34021035017,3
34021035018,3
34021035002,3
34021035008,3
34021015052,3
34021060008,3
34021060002,3
34021060005,3
34021015025,3
34021015007,3
34021015033,3
34021015001,3
34021015047,3
34021015060,3
34021015051,3
34021015061,3
34021015064,3
34021015035,3
34021015006,3
34021015041,3
34021015026,3
34021015016,3
34021010018,12
34021015023,3
34021015017,3
34021015013,3
34021055S01,12
34021055E05,12
34021055S04,12
34021015011,3
34021055S09,12
34005015103,3
34005070001,3
34005095003,3
34005080005,3
34005080001,3
34021015032,3
34021015044,3
34021015021,3
34021015058,3
34021055W11,12
34005075103,3
34005075202,3
34005075101,3
34005075102,3
34005075201,3
34021015010,3
34021015036,3
34021015056,3
34021015019,3
34021015002,3
34021015043,3
34021015042,3
34021060004,3
34005030011,3
34005030012,3
34005030013,3
34005030016,3
34005030017,3
34005075303,3
34021065015,12
34021065007,12
34005075203,3
34005175002,3
34005055001,3
34005055002,3
34005120004,3
34005055004,3
34005055003,3
34005155001,3
34005115014,3
34005115018,3
34005050201,3
34005050206,3
34005115017,3
34005115019,3
34005050202,3
34005050203,3
34005050304,3
34005125014,3
34005125025,3
34005125005,3
34005125018,3
34005090005,3
34005030014,3
34005030008,3
34005025303,3
34005030009,3
34005030018,3
34005030015,3
34005190005,3
34005120007,3
34005125024,3
34005125019,3
34005120006,3
34005120005,3
34005060002,3
34005060003,3
34005125002,3
34005115020,3
34005192034,3
34005192036,3
34005192035,3
34005120001,3
34005190003,3
34005120002,3
34005090002,3
34005950010,3
34005125016,3
34005125027,3
34005105006,3
34005090001,3
34005125020,3
34005080004,3
34005090004,3
34005190002,3
34005190001,3
34005105005,3
34005105002,3
34005125021,3
34005125022,3
34005125023,3
34005190004,3
34005105015,3
34005125012,3
34005125004,3
34005105008,3
34005065025,3
34005192021,3
34005192028,3
34005192024,3
34005192022,3
34005115016,3
34005125015,3
34005125011,3
34005115015,3
34005192033,3
34005192032,3
34005030019,3
34005060007,3
34005060006,3
34005192002,3
34005115012,3
34005115013,3
34005105009,3
34005105017,3
34005105001,3
34005025203,3
34005030005,3
34005030007,3
34005025402,3
34005025202,3
34005025401,3
34005030006,3
34005125007,3
34005125009,3
34005125001,3
34005125010,3
34005065012,3
34005065005,3
34005065006,3
34005065023,3
34005125017,3
34005065009,3
34005125013,3
34005065013,3
34007043028,1
34005192001,3
34005192005,3
34005192004,3
34005030004,3
34005192031,3
34005192018,3
34005192015,3
34005192006,3
34005192016,3
34005192014,3
34005192010,3
34005192003,3
34005192019,3
34005192023,3
34005060005,3
34005030002,3
34005030001,3
34005050204,3
34005045006,3
34005060008,3
34005192009,3
34005192029,3
34005192013,3
34005030003,3
34005045004,3
34005045005,3
34005060004,3
34005192008,3
34005192030,3
34005192012,3
34005192025,3
34005192007,3
34005155007,3
34005155005,3
34005155006,3
34005060001,3
34005010001,3
34005010002,3
34005192026,3
34005192017,3
34005010003,3
34005192027,3
34005192020,3
34005025403,3
34005025201,3
34005025103,3
34005025102,3
34005120003,3
34005095005,3
34005095004,3
34021055W10,12
34021055W01,12
34021055W05,12
34021055W07,12
34021055W14,12
34021055W12,12
34021055W16,12
34021055W04,12
34021055W08,12
34021055W15,12
34021055W13,12
34021055W03,12
34021055N05,12
34021035010,3
34021035009,3
34021055N01,12
34021035006,3
34021035021,3
34021035001,3
34021035020,3
34021055W09,12
34021055N03,12
34021035005,3
34021010007,12
34021010015,12
34021010011,12
34021035003,3
34021055N04,12
34021010023,12
34021010022,12
34021010028,12
34021010025,12
34021010012,12
34021010017,12
34021010004,12
34021010005,12
34021010013,12
34021010027,12
34021010002,12
34021010021,12
34021010008,12
34021010001,12
34021055N11,12
34021055N02,12
34021055N07,12
34021055E01,12
34021055E04,12
34021015012,3
34021055S06,12
34021015005,3
34021015004,3
34021055N08,12
34021055N06,12
34021055S03,12
34021055S07,12
34021055N09,12
34021015018,3
34021055E09,12
340210055E7,12
34021055E08,12
34021055E02,12
34021055E06,12
34021055S02,12
34021055S08,12
34021015039,3
34021055S05,12
34021055W06,12
34021055N10,12
34021055N12,12
34021055E03,12
34021040003,12
34021040001,12
34021010020,12
34021010014,12
34021030011,12
34021010003,12
34021010016,12
34005200001,3
34005150002,3
34005145001,3
34021015015,3
34021015048,3
34021015054,3
34021015034,3
34021015027,3
34023090003,12
34023090011,12
34023090012,12
34021065014,12
34021015062,3
34021015020,3
34021015059,3
34021015040,3
34021005009,3
34021005010,3
34021005011,3
34025010001,3
34025010002,3
34021015050,3
34021015028,3
34021060007,3
34021065011,12
34021065012,12
34021060009,3
34021060006,3
34021065001,12
34021065005,12
34021015055,3
34021015009,3
34021015045,3
34021015057,3
34021015053,3
34021005008,3
34021005013,3
34021005004,3
34021005005,3
34021005002,3
34021015022,3
34021015030,3
34021015003,3
34021065010,12
34021065008,12
34021050006,12
34021020002,3
34021020001,3
34021020004,3
34021020003,3
34023065106,12
34021005012,3
34021005015,3
34021005016,3
34023065103,12
34027135006,7
34027190013,7
34027190008,7
34027135010,7
34027135009,7
34027135011,7
34035005004,7
34035005007,7
34035005006,7
34035005008,7
34035005009,7
34035030022,7
34035030017,7
34027035002,7
34027135013,7
34035100003,7
34035100004,7
34035030024,7
34035020006,12
34035020003,12
34035020007,12
34035030015,7
34035005003,7
34019120001,7
34035035001,7
34035015005,7
34035030006,7
34035010022,7
34035010021,7
34035010004,7
34035030028,7
34035090008,7
34035090003,7
34035090004,7
34035090007,7
34035090005,7
34035030011,7
34035030026,7
34035005005,7
34019030005,7
34019030006,7
34019120005,7
34019110003,7
34019120002,7
34035100007,7
34027065004,11
34035100011,7
34027082001,7
34035030027,7
34035030021,7
34035030007,7
34035030018,7
34035030013,7
34035075001,7
34035005001,7
34035075002,7
34027135022,7
34027030001,7
34027035001,7
34027135001,7
34027135002,7
34027135003,7
34027135004,7
34035010015,7
34035010019,7
34035100006,7
34035010017,7
34035010009,7
34035010006,7
34035010011,7
34035010010,7
34035100002,7
34035030004,7
34035030029,7
34035030032,7
34035030019,7
34035065007,12
34035050001,7
34035050026,12
34035065009,12
34035010012,7
34035010008,7
34035030030,7
34035030025,7
34035050002,12
34035050017,12
34035050016,12
34035100005,7
34035100012,7
34035040220,12
34035040219,12
34035040551,12
34035040222,12
34035025010,7
34035030016,7
34035030033,7
34035030031,7
34035030036,7
34035030035,7
34035080005,7
34035050027,12
34035050009,12
34035060001,12
34035040327,12
34035025013,7
34035050028,12
34019030004,7
34019070002,7
34019030003,7
34019030009,7
34019030012,7
34027035005,7
34027135005,7
34019025001,7
34035025006,7
34035030001,7
34035030002,7
34035080002,7
34035025015,7
34035025003,7
34035025005,7
34019025002,7
34019030002,7
34019030008,7
34019060001,7
34035025016,7
34035025007,7
34019110002,7
34019110004,7
34019110010,7
34035025011,7
34035025009,7
34035025014,7
34019110012,7
34035000005,7
34035100013,7
34023085207,6
34023055002,12
34023055001,12
34035045003,7
34035025002,7
34019110015,7
34019110009,7
34019110013,7
34019110008,7
34019110016,7
34019110007,7
34019105001,7
34019105012,7
34019105002,7
34027135007,7
34035065008,12
34019105006,7
34019105017,7
34019105021,7
34019105019,7
34019105004,7
34019105020,7
34019105015,7
34019045002,7
34019045001,7
34019110005,7
34019110014,7
34019105014,7
34019105009,7
34019105007,7
34027190006,7
34027190009,7
34027190011,7
34019120004,7
34019120003,7
34041080004,7
34041040001,7
34019030010,7
34019070003,7
34027135019,7
34027135016,7
34027135021,7
34041040007,7
34027190010,7
34035040221,12
34035040550,12
34035040437,12
34035040214,12
34035040548,12
34035040435,12
34035040442,12
34035040549,12
34035040523,12
34035050013,12
34035050033,12
34035050015,12
34035050006,12
34035040211,12
34035040212,12
34035055003,12
34035055002,12
34035040102,12
34023105007,12
34035040103,12
34035030008,12
34035055007,12
34035055006,12
34035050005,12
34035055005,12
34035040438,12
34035040439,12
34023075018,12
34023075015,12
34035040440,12
34035040441,12
34023075027,12
34023075019,12
34023075002,12
34035040443,12
34035040546,12
34035020004,12
34035040217,12
34035040218,12
34035040216,12
34023105024,12
34035040104,12
34023105009,12
34023105005,12
34035040105,12
34023105006,12
34035050014,12
34035065017,12
34035050004,12
34035050023,12
34035065012,12
34035050018,12
34035050022,12
34035050020,12
34035050011,12
34035040110,12
34023085210,6
34023085310,6
34035030020,7
34035040547,12
34035055004,12
34035050029,12
34035050021,12
34023085304,6
34035040436,12
34035050025,12
34035050012,12
34035055001,12
34035030003,12
34035090009,7
34035090006,7
34035090012,7
34035065005,12
34035065006,12
34035080001,7
34035040106,12
34035040107,12
34035040108,12
34035050024,12
34035050032,12
34035050019,12
34035065010,12
34035040109,12
34035090001,7
34023075003,12
34035065011,12
34035080004,7
34035090002,7
34035090011,7
34035080003,7
34035030005,7
34035030034,7
34035090010,7
34023105008,12
34023105022,12
34023075017,12
34035040333,12
34035040331,12
34035040330,12
34023075012,12
34023075022,12
34023075009,12
34023075005,12
34023075026,12
34023075025,12
34023105021,12
34023105018,12
34023105011,12
34023105012,12
34023075021,12
34035040332,12
34035040334,12
34035095001,12
34035095003,12
34035020001,12
34035095002,12
34035040213,12
34023085309,6
34023085308,6
34023055009,12
34023055004,12
34023055006,12
34023055003,12
34035030009,7
34035045004,7
34023055010,12
34035040215,12
34035020002,12
34035020005,12
34035030012,7
34023085204,6
34023085108,6
34023085106,6
34023015003,12
34023015006,12
34035010005,7
34035015006,7
34027090003,7
34027090004,7
34027090001,7
34027090005,7
34027160017,11
34027160013,11
34027090002,7
34035015003,7
34035010002,7
34035015002,7
34035010001,7
34035010003,7
34035015007,7
34035015001,7
34027160018,11
34027110013,11
34027110014,11
34027110011,11
34035010007,7
34027160014,11
34027160012,11
34027082002,7
34027160004,11
34027160008,11
34027160015,11
34027160001,11
34027160019,11
34027110016,11
34035015004,7
34027110017,11
34027110018,11
34027110022,11
34027160009,11
34027180402,7
34027180401,7
34035010024,7
34035010023,7
34027180406,7
34027180303,7
34027180405,7
34027180404,7
34027180403,7
34027110002,11
34027110001,11
34027115005,11
34027120402,11
34027110019,11
34027120401,11
34027110020,11
34027120302,11
34027160003,11
34027115003,11
34027120301,11
34027120303,11
34027120403,11
34027120103,11
34027120203,11
34027120202,11
34037035001,7
34037065001,5
34037065002,5
34037090012,7
34037090007,7
34037090010,7
34037090003,7
34037030001,5
34037045002,5
34037055002,5
34037055001,5
34037055003,5
34037065003,5
34037120003,5
34037120002,5
34037120008,5
34037070002,5
34037010004,5
34037010003,5
34037020006,7
34037090006,7
34037090004,7
34037060007,7
34037060010,7
34037060002,7
34037120005,5
34037120004,5
34027070006,11
34027070004,11
34037090013,7
34027070008,11
34037010001,5
34037010002,5
34037090008,7
34037110001,5
34027070014,11
34027070012,11
34037105001,5
34037120007,5
34037070001,5
34037060005,7
34037060008,7
34037070003,5
34037110004,5
34037085001,5
34037025002,5
34037025001,5
34037110002,5
34037110018,5
34037110011,5
34037015001,5
34037050003,5
34037050004,5
34037075002,5
34037010005,5
34037005001,7
34037035004,7
34037020003,7
34037050001,5
34037075003,5
34037075004,5
34037075001,5
34037075006,5
34037100003,7
34037110005,5
34037035003,7
34037075005,5
34037090001,7
34027070007,11
34037090011,7
34037080002,7
34037080001,7
34027070005,11
34037090009,7
34037060001,7
34037060003,7
34037060009,7
34037060011,7
34027175402,11
34027175401,11
34027175404,11
34037120006,5
34037110010,5
34037110014,5
34037110013,5
34037110019,5
34025105004,6
34025105005,6
34025105002,6
34025105006,6
34025155030,4
34023077608,12
34025130020,3
34025130024,3
34025130019,3
34025130009,3
34025130004,3
34025130003,3
34025130023,3
34023077510,12
34023065307,12
34023065305,12
34023077306,6
34023077307,6
34025140009,3
34023077208,12
34023077202,12
34025140004,3
34025155045,4
34025155001,4
34025155020,4
34025155022,4
34025155031,4
34025155014,4
34025155011,4
34025155012,4
34025155032,4
34025155018,4
34025200006,6
34025225002,4
34025155010,4
34025200008,6
34025ZZZZZZ,6
34039020102,8
34039020105,8
34039020104,8
34039020107,8
34039020108,8
34025085002,6
34025085001,6
34025085003,6
34025140010,3
34025140002,3
34025140005,3
34023077507,12
34023077207,12
34025140024,3
34025140008,3
34025140012,3
34025140018,3
34025140016,3
34025130007,3
34025140015,3
34025155036,6
34025155034,4
34023065304,12
34025130021,3
34025130022,3
34025130001,3
34025140019,3
34025140027,3
34025140023,3
34023065310,12
34023065309,12
34023065306,12
34025080004,3
34025080020,3
34025080018,3
34025095004,4
34025080009,3
34025080026,3
34025080013,3
34023065302,12
34023065303,12
34023065301,12
34023120005,12
34023120006,12
34023077602,12
34023077404,12
34023077405,12
34023077407,12
34023077509,12
34023077401,12
34023077409,12
34023077403,12
34025155023,4
34025047002,4
34025090005,3
34023080105,6
34023095006,6
34023100202,6
34025140013,3
34025155043,4
34025155041,4
34025155040,4
34025155035,4
34025140025,3
34025047006,4
34025047004,4
34025003013,6
34025145004,6
34025140026,3
34025047008,4
34025155005,4
34025155019,4
34025155044,4
34025155039,4
34025155038,4
34025210002,6
34025247002,4
34025247001,4
34025082007,6
34025082005,6
34025082011,6
34025082017,6
34025090006,3
34025155002,4
34025065001,6
34025210001,6
34025025002,6
34025003001,6
34025003005,6
34025003012,6
34025003011,6
34025003010,6
34025003009,6
34023120002,12
34023120007,12
34023120001,12
34023120004,12
34023077204,12
34023077406,12
34025130012,3
34025025004,6
34025025001,6
34025025003,6
34025210005,6
34023115010,12
34023095033,6
34023095028,6
34023077606,12
34023077605,12
34023077505,12
34023077508,12
34023077506,12
34025050001,6
34025125001,6
34025125008,6
34025125002,6
34025165001,6
34025210004,6
34025090001,3
34025090002,3
34025090007,3
34025065002,6
34025065005,6
34025190001,6
34025065004,6
34025065003,6
34025065006,6
34025247004,4
34025247006,4
34025005001,6
34025015006,6
34025015007,6
34025120001,6
34025185016,4
34025185020,4
34029070007,4
34029070014,4
34029070008,4
34029035003,4
34029035034,4
34029035009,4
34029035004,4
34029035010,4
34029035060,4
34029025137,4
34029110001,4
34029050001,4
34029050002,4
34029110002,4
34029055021,4
34029055013,4
34029055031,4
34029020002,4
34029020001,4
34029070021,4
34025095003,4
34025095025,4
34025095022,4
34025095007,4
34029055002,4
34029035049,4
34029035024,4
34029035059,4
34029035043,4
34029070029,4
34029070020,4
34029035050,4
34029035044,4
34029035052,4
34029070041,4
34029070016,4
34029070026,4
34029070042,4
34029070005,4
34025095029,4
34025095013,4
34025095001,4
34025095010,4
34025095031,4
34025095030,4
34025047003,4
34025140001,3
34025140014,3
34025140006,3
34025047007,4
34025047001,4
34025095027,4
34025170020,6
34025185022,4
34025170019,6
34029070035,4
34029090002,4
34029070017,4
34029070036,4
34029070027,4
34029070004,4
34029070012,4
34029055018,4
34029055019,4
34029025421,4
34029035014,4
34029055022,4
34029055005,4
34029055026,4
34029090031,4
34029090037,4
34029090005,4
34029075002,4
34029035056,4
34029035057,4
34029035039,4
34029035023,4
34029035028,4
34029035035,4
34029035022,4
34029070030,4
34029070023,4
34029070031,4
34029070034,4
34025200001,6
34025200002,6
34025200005,6
34025045002,4
34025045001,4
34025135001,4
34025135003,4
34025260011,4
34025260009,4
34025260016,4
34029025331,4
34025260018,4
34025260017,4
34029055007,4
34029055008,4
34025260002,4
34025260014,4
34025260012,4
34025260008,4
34025095008,4
34029055027,4
34029055009,4
34025095016,4
34025245003,4
34025135004,4
34025095017,4
34025095009,4
34025095011,4
34025095005,4
34029030036,4
34029030008,4
34029030019,4
34029030045,4
34029070019,4
34029070022,4
34029070018,4
34029070015,4
34029070037,4
34029070028,4
34029030041,4
34029030001,4
34029030016,4
34029070009,4
34029070013,4
34029030050,4
34025095026,4
34029030046,4
34029030021,4
34029030020,4
34029030056,4
34029030017,4
34029030027,4
34029030054,4
34025070001,4
34025095002,4
34029030039,4
34025095015,4
34029030029,4
34025095019,4
34025095018,4
34029020004,4
34029020007,4
34029020005,4
34029123004,4
34029123003,4
34029030023,4
34029030057,4
34029030030,4
34029030003,4
34029030024,4
34029030031,4
34029123001,4
34029030028,4
34029030048,4
34029030047,4
34029035017,4
34029035061,4
34029035046,4
34029035055,4
34029145003,4
34029025301,4
34029120006,4
34029120002,4
34025045003,4
34029030026,4
34029095001,4
34029070011,4
34029070001,4
34029055015,4
34029120004,4
34029120005,4
34029120003,4
34029120001,4
34029120010,4
34029055032,4
34029055025,4
34029055012,4
34029035002,4
34029035001,4
34029035036,4
34029090010,4
34025080011,4
34029055006,4
34029055016,4
34029070006,4
34029070043,4
34029030002,4
34029030042,4
34029030011,4
34025080002,3
34025095032,4
34025095014,4
34029030038,4
34029030022,4
34029030052,4
34029030014,4
34029035058,4
34029035030,4
34029035048,4
34029070032,4
34029090029,4
34029065001,4
34029090001,4
34029090008,4
34029090011,4
34029090012,4
34029090007,4
34029090006,4
34029090018,4
34029090019,4
34029090015,4
34029025424,4
34029025425,4
34029025423,4
34029090039,4
34029090028,4
34029035006,4
34029035037,4
34029035021,4
34029035025,4
34029035051,4
34029090004,4
34029035063,4
34029035013,4
34029090024,4
34029090033,4
34029090003,4
34029025418,4
34029035040,4
34029145001,4
34029025414,4
34029025326,4
34029025428,4
34029025330,4
34029025319,4
34029025438,4
34029025410,4
34029025412,4
34029025313,4
34029090032,4
34029090036,4
34029090038,4
34029035018,4
34029020006,4
34029090034,4
34029090027,4
34029090025,4
34029090020,4
34029090030,4
34029090035,4
34029090014,4
34029090013,4
34029090017,4
34029025409,4
34029025308,4
34029145002,4
34029025329,4
34029025327,4
34029020003,4
34029070033,4
34029035047,4
34029070038,4
34029070039,4
34029035062,4
34029035045,4
34029090022,4
34029090023,4
34029090021,4
34025080021,3
34025080015,3
34025095021,4
34025095028,4
34029055017,4
34025080010,3
34025080025,3
34025080003,4
34025080017,3
34025075002,3
34025075003,3
34025080006,3
34025080014,3
34025095024,4
34029055010,4
34029055029,4
34029055034,4
34025130013,3
34025130017,3
34025130026,3
34025130006,3
34025080005,3
34025080012,3
34025130027,3
34025130025,3
34025075001,3
34029055033,4
34025140020,3
34025060001,3
34029055028,4
34025140028,3
34025130016,3
34025130014,3
34025130015,3
34025130011,3
34025130005,3
34025130010,3
34025080007,3
34025095020,4
34025080016,3
34025130002,3
34025075004,3
34025075005,3
34025075006,3
34023065311,12
34025095023,4
34029055030,4
34025095006,4
34025095012,4
34025140022,3
34025140017,3
34025140007,3
34025140011,3
34025140021,3
34025080001,3
34025075007,3
34025130008,3
34029120009,4
34029120012,4
34029120014,4
34029120011,4
34029120013,4
34029035041,4
34029035012,4
34029035053,4
34029120015,4
34029035011,4
34029035042,4
34029035038,4
34029123002,4
34029030013,4
34029035033,4
34029120016,4
34029120008,4
34029030005,4
34029010001,4
34029030018,4
34029075001,4
34029130001,4
34029035019,4
34029035027,4
34029035054,4
34029035029,4
34029035005,4
34029035007,4
34029035016,4
34029035031,4
34029035032,4
34029035008,4
34029030055,4
34029030025,4
34029030053,4
34029030007,4
34029030010,4
34029030037,4
34029035026,4
34029105001,4
34029135001,4
34029135002,4
34029030051,4
34029030012,4
34029030032,4
34029030006,4
34029030034,4
34029030004,4
34029030009,4
34029035020,4
34029030044,4
34029030040,4
34029030015,4
34029035015,4
34029030033,4
34029070024,4
34029070003,4
34029030035,4
34029030043,4
34029030049,4
34029120007,4
34025185011,4
34025185002,4
34025225003,4
34025225001,4
34025115006,6
34025200009,6
34025055002,4
34025247015,4
34025230001,4
34025055001,4
34025035004,4
34025235001,4
34025240002,4
34025260005,4
34025260006,4
34025260010,4
34025245002,4
34025220001,4
34025170016,6
34025260003,4
34025035003,4
34025170004,6
34025055008,4
34025055003,4
34025055007,4
34025265006,6
34025265001,6
34025100001,6
34025185004,4
34025185003,4
34025015001,6
34025015009,6
34025015005,6
34025015008,6
34025055005,4
34025055009,4
34025055004,4
34025055006,4
34025170013,6
34025185021,4
34025185012,4
34025247010,4
34025125012,6
34025185019,4
34025247009,4
34025247013,4
34025247005,4
34025247007,4
34025185015,4
34025185018,4
34025185014,4
34025247014,4
34025115002,6
34025115004,6
34025200004,6
34025200003,6
34025200007,6
34025260015,4
34025040001,6
34025170002,6
34025170001,6
34025170014,6
34025170010,6
34025185013,4
34025185017,4
34025247012,4
34025247011,4
34025170018,6
34025170006,6
34025170015,6
34025170017,6
34025135002,4
34025190004,6
34025115001,6
34025172001,6
34025170007,6
34025170005,6
34025170012,6
34025172003,6
34025170008,6
34025170011,6
34025260001,4
34025260004,4
34025260019,4
34025260013,4
34025170009,6
34025185006,4
34025185010,4
34025185008,4
34025185007,4
34025220002,4
34025240003,4
34025245001,4
34025245005,4
34025265002,6
34025035002,4
34025035001,4
34025185005,4
34025015002,6
34025260007,4
34025115003,6
34025115005,6
34025185001,4
34025155042,4
34025155025,4
34025247008,4
34025247003,4
34025240004,4
34025245004,4
34025240001,4
34025172002,6
34025030002,4
34025172004,6
34025015003,6
34025035005,4
34025030001,4
34025040004,6
34025040003,6
34025040002,6
34025015004,6
34025170003,6
34025125010,6
34025265005,6
34025265004,6
34025125004,6
34025265003,6
34025125003,6
34025125007,6
34025125006,6
34025125009,6
34025115007,6
34025190002,6
34025125014,6
34025190005,6
34025190003,6
34025125013,6
34025125017,6
34025125015,6
34025125005,6
34025125011,6
34025125016,6
34025185009,4
34013010108,11
34013010314,11
34013010107,11
34013065406,10
34013065403,10
34013040001,11
34013065303,11
34039080019,7
34039080018,7
34039080023,7
34039080017,7
34023025001,6
34023025066,6
34039010101,7
34039080021,7
34039080015,7
34023025050,6
34013040002,11
34013010104,11
34013040008,11
34013010103,11
34013010109,11
34013010110,11
34013010102,11
34013010105,11
34013010111,11
34013010112,11
34013065401,11
34013040004,11
34013065206,11
34013010207,11
34013010210,11
34013010202,11
34013010201,11
34013010203,11
34013100006,10
34013100011,10
34013100008,10
34013100009,10
34013065208,11
34013065106,11
34013065103,11
34013065105,11
34013065108,11
34013065104,11
34013010205,11
34013010204,11
34013065107,11
34013065109,11
34031010120,9
34013025003,11
34031010112,9
34031010113,9
34025003006,6
34025003007,6
34039060203,12
34023025047,6
34023025057,6
34023025063,6
34023025074,6
34023025018,6
34023025016,6
34039060209,12
34039060206,12
34039060210,12
34039060208,12
34039060211,12
34039080020,7
34039060207,12
34039060105,12
34039060107,12
34023110003,6
