34005150012,"['34029090040', '34005195001', '34005150011', '34005150001', '34005150013', '34005150010']"
34005150011,"['34005150012', '34005150001', '34005150010']"
34005150001,"['34029090040', '34005150012', '34005150011', '34005150003', '34029115002', '34005130001', '34005150010', '34005150002']"
34005150014,"['34005195001', '34005150009', '34005150013', '34005170003', '34005150007']"
34005150009,"['34005150014', '34005150013', '34005150005', '34005150010', '34005150007']"
34005150013,"['34005195001', '34005150012', '34005150014', '34005150009', '34005150010']"
34005135002,"['34005135003', '34005035002', '34005130001', '34005135001', '34005175001', '34005200002']"
34005135003,"['34005135002', '34025255001', '34005035002', '34029115001', '34005135001', '34021015049']"
34005170003,"['34005195001', '34005150014', '34005170006', '34005170004', '34005180004', '34005170005', '34005150007', '34005170001']"
34005170006,"['34005170003', '34005170004', '34005170005']"
34005170004,"['34005170003', '34005170006', '34005180004', '34005180001', '34005170005', '34005180005', '34005180002', '34005170002', '34005105014', '34005105001']"
34005180004,"['34005195001', '34005170003', '34005170004', '34005180001', '34005180003', '34005185001', '34005165004']"
34005180001,"['34005170004', '34005180004', '34005180002']"
34005170005,"['34005170003', '34005170006', '34005170004']"
34021035007,"['34021035004', '34021030005', '34021035015', '34021035021', '34021035020']"
34021035004,"['34021035007', '34021030008', '34021050004', '34021050003', '34021050002', '34021050001', '34021035015', '34021035013', '34021035019', '34021035018', '34021035001']"
34021030008,"['34021035004', '34021030005', '34021050004', '34021030012', '34021030006']"
34021030005,"['34021035007', '34021030008', '34021030010', '34021030007', '34021030004', '34021030001', '34021040002', '34021030012', '34021040003', '34021040001', '34021030011']"
34021050004,"['34021035004', '34021030008', '34035065019', '34021050005', '34021050003', '34021030006', '34035065004', '34021050022', '34035065002']"
34005180005,"['34005170004', '34005180002', '34005180003', '34005105014']"
34005180002,"['34005170004', '34005180001', '34005180005', '34005180003']"
34005180003,"['34005180004', '34005180005', '34005180002', '34005105012', '34005165004', '34005165002', '34005165001']"
34005170002,"['34005170004', '34005090007', '34005090003', '34005170001', '34005055001', '34005090001', '34005105017']"
34005090007,"['34005170002', '34005950009', '34005090003', '34005090001']"
34005950009,"['34005090007', '34005090006', '34005090003', '34005950010', '34005090001']"
34005090006,"['34005950009', '34005090008', '34005090003', '34005090002', '34005950010', '34005090004']"
34005090008,"['34005090006', '34005090003', '34005090002']"
34005090003,"['34005170002', '34005090007', '34005950009', '34005090006', '34005090008', '34005055001', '34005120004', '34005090002', '34005950010']"
34005105014,"['34005170004', '34005180005', '34005105012', '34005110001', '34005110002', '34005110004', '34005105004', '34005105001']"
34005105012,"['34005180003', '34005105014', '34005110001', '34005110002', '34005110003', '34005105013', '34005165001', '34005165003']"
34005110001,"['34005105014', '34005105012', '34005110002']"
34005110002,"['34005105014', '34005105012', '34005110001', '34005110003', '34005110004']"
34029025116,"['34029060013', '34029025139', '34029060004', '34029025240']"
34029060013,"['34029025116', '34029060014', '34029025139', '34029060004', '34029025000']"
34029060014,"['34029060013', '34029060012', '34029060004', '34029060006', '34029060005', '34029060018', '34029025000', '34029060015']"
34029025139,"['34029025116', '34029060013', '34029025102', '34029025000', '34029025103', '34029025134', '34029025235']"
34029025102,"['34029025139', '34029025104', '34029025211', '34029025235', '34029025236']"
34005110003,"['34005105012', '34005110002', '34005110004', '34005105004', '34005105013']"
34005110004,"['34005105014', '34005110002', '34005110003', '34005105004']"
34029025104,"['34029025102', '34029025137', '34029105001', '34029025107', '34029025134', '34029025211']"
34029060012,"['34029060014', '34029060004', '34029060018', '34029060016', '34029025320', '34029025240']"
34029060004,"['34029025116', '34029060013', '34029060014', '34029060012']"
34029060006,"['34029060014', '34029060005', '34029060018', '34029102002', '34029025000', '34029060008', '34029060015', '34029060007', '34029060017']"
34029060005,"['34029060014', '34029060006', '34029060018', '34029060015']"
34029060018,"['34029060010', '34029060014', '34029060012', '34029060006', '34029060005', '34029060002', '34029060003', '34029060016', '34029060007']"
34029025332,"['34029060010', '34029025320', '34029025206', '34029090016', '34029025331', '34029020007', '34029145003', '34029025301', '34029090006', '34029025414', '34029025326', '34029025330', '34029020006', '34029145002', '34029025329']"
34005105010,"['34005105004', '34005105002', '34005105008', '34005105001']"
34005105004,"['34005105014', '34005110003', '34005110004', '34005105010', '34005105013', '34005105008', '34005105001']"
34005105013,"['34005105012', '34005110003', '34005105004', '34005105011', '34005165003', '34005105016']"
34005025301,"['34005025101', '34005025302', '34005030010', '34005030011', '34005025303', '34005025102']"
34005025101,"['34005025301', '34005030010', '34005025203', '34005025201', '34005025102']"
34005025302,"['34005025301', '34005030013', '34005025303']"
34005105007,"['34005105011', '34005105003', '34005065019', '34005065020', '34005105016', '34007175007']"
34005105011,"['34005105013', '34005105007', '34005105003', '34005105008']"
34005105003,"['34005105007', '34005105011', '34005065018', '34005105005', '34005105015', '34005105008']"
34029060002,"['34029060010', '34029060009', '34029060018', '34029060003', '34029060007', '34029060001']"
34005065024,"['34005065008', '34005065030', '34005065032', '34005065011', '34005105006', '34005065025', '34005065023', '34005065009']"
34005065008,"['34005065024', '34005065030', '34005065007', '34005065021', '34005125021', '34005065009']"
34005065030,"['34005065024', '34005065008', '34005125016', '34005105006']"
34005065028,"['34005065019', '34005065027', '34005065029', '34005065018']"
34005065019,"['34005105007', '34005065028', '34005065017', '34005065029', '34005065018', '34005065020']"
34005065017,"['34005065019', '34005065027', '34005065029', '34005065032', '34005065018', '34005065020', '34005065031']"
34005065027,"['34005065028', '34005065017', '34005065018']"
34005065029,"['34005065028', '34005065019', '34005065017']"
34005065032,"['34005065024', '34005065017', '34005065018', '34005065015', '34005065011', '34005065031', '34005065010', '34005065025']"
34005065018,"['34005105003', '34005065028', '34005065019', '34005065017', '34005065027', '34005065032', '34005065025']"
34005065015,"['34005065032', '34005065031', '34005065010', '34005065026', '34005065013']"
34005065011,"['34005065024', '34005065032', '34005065010', '34005065012', '34005065023', '34005065013']"
34005125026,"['34005115017', '34005125005', '34005125018', '34005125002', '34005125020', '34005125011']"
34005065020,"['34005105007', '34005065019', '34005065017', '34005065031', '34007170006', '34005065026', '34007175003', '34007175007', '34007170016', '34007170011', '34007175001', '34005065022']"
34005065031,"['34005065017', '34005065032', '34005065015', '34005065020', '34005065016']"
34005065010,"['34005065032', '34005065015', '34005065011']"
34007170006,"['34005065020', '34007170014', '34007170015', '34007170003', '34007170016', '34007170011', '34007170009', '34007170010']"
34005065026,"['34005065015', '34005065020', '34005065016', '34007043034', '34007170014', '34005065014', '34005065013']"
34005065016,"['34005065031', '34005065026']"
34007043034,"['34005065026', '34007170013', '34007170014', '34007170008', '34007043043', '34007043028']"
34007170013,"['34007043034', '34007170014', '34007170015', '34007170008']"
34007170014,"['34007170006', '34005065026', '34007043034', '34007170013', '34007170015']"
34005065002,"['34005065004', '34005065014', '34005065001', '34007043045']"
34007043033,"['34005065014', '34007043046', '34007043045', '34007043026', '34007043028']"
34005065004,"['34005065002', '34005065014', '34005065001', '34005065003', '34005065005']"
34005065014,"['34005065026', '34005065002', '34007043033', '34005065004', '34005065013', '34007043028']"
34005065001,"['34005065002', '34005065004', '34005065003', '34005125003', '34007043007']"
34005065003,"['34005065004', '34005065001', '34005065007', '34005065021', '34005125003', '34005125007', '34005065005', '34005065006']"
34007170015,"['34007170006', '34007170013', '34007170014', '34007170008', '34007170003']"
34007170008,"['34007043034', '34007170013', '34007170015', '34007170003', '34007170007', '34007043047']"
34007043036,"['34007043046', '34007170007', '34007043047', '34007043029', '34007043016', '34007043039']"
34007043046,"['34007043033', '34007043036', '34007043043', '34007043027', '34007043026', '34007043028']"
34007170003,"['34007170006', '34007170015', '34007170008', '34007170007', '34007170017', '34007170010', '34007065002']"
34007170007,"['34007170008', '34007043036', '34007170003', '34007170019', '34007170017', '34007170012']"
34007043047,"['34007170008', '34007043036', '34007043043']"
34041070001,"['34041055002', '34041060001', '34041070002', '34041115004', '34041115003']"
34041055002,"['34041070001', '34041055001', '34041020005', '34041030002', '34041030001', '34041115003']"
34041055001,"['34041055002', '34041065002', '34041020004', '34041020005', '34041115003']"
34007170019,"['34007170007', '34007170017', '34007170002', '34007170012', '34007065002']"
34007170017,"['34007170003', '34007170007', '34007170019', '34007065002']"
34025090004,"['34025140003', '34025047005', '34025090009', '34025090003', '34025090005', '34025155044', '34025090006']"
34025140003,"['34025090004', '34025047005', '34025090009', '34025140004', '34025140027', '34025140013', '34025140025', '34025140026']"
34025047005,"['34025090004', '34025140003', '34025047002', '34025090005', '34025140025', '34025047006', '34025047004', '34025047003']"
34025090009,"['34025090004', '34025140003', '34025090003']"
34029060003,"['34029060010', '34029060018', '34029060002']"
34007170005,"['34007170002', '34007170012', '34007170018', '34007170004']"
34007170002,"['34007170019', '34007170005', '34007170001', '34007170018', '34007170004', '34007155001', '34007065001', '34007110003']"
34007170012,"['34007170007', '34007170019', '34007170005', '34007043029', '34007170001', '34007043005', '34007170004']"
34007043029,"['34007043036', '34007170012', '34007043030', '34007043005', '34007043039', '34007043038']"
34007043030,"['34007043029', '34007043039', '34007043040', '34007043038']"
34007170001,"['34007170002', '34007170012', '34007043005', '34007170004', '34007155001']"
34007043005,"['34007170012', '34007043029', '34007170001', '34007105002', '34007085004', '34007043019', '34007043010']"
34007170018,"['34007170005', '34007170002', '34007170004']"
34007043035,"['34007043002', '34007043014', '34007043022', '34007043020', '34007043013']"
34007043002,"['34007043035', '34007043014', '34007043020', '34007043025', '34007085002', '34007043001', '34007085010']"
34007043014,"['34007043035', '34007043002', '34007043022', '34007043021']"
34007170004,"['34007170005', '34007170002', '34007170012', '34007170001', '34007170018']"
34007155001,"['34007170002', '34007170001', '34007105002', '34007155003', '34007115001', '34007155002', '34007110003', '34007160001', '34007160003']"
34007105002,"['34007043005', '34007155001', '34007105001', '34007085004', '34007115001', '34007115002', '34007115003', '34007015004']"
34007105001,"['34007105002', '34007015005', '34007015002', '34007165001', '34007015003']"
34007015005,"['34007105001', '34007015002', '34007015003', '34007090002', '34007090001']"
34007015002,"['34007105001', '34007015005', '34007165001', '34007085004', '34007090001', '34007085005']"
34007165001,"['34007105001', '34007015002', '34007085004']"
34007085004,"['34007043005', '34007105002', '34007015002', '34007165001', '34007043010', '34007085003', '34007085001', '34007085005']"
34007155003,"['34007155001', '34007155002', '34007160003', '34007095001', '34007155004']"
34007115001,"['34007155001', '34007105002', '34007115002', '34007155002']"
34007115002,"['34007105002', '34007115001', '34007155002', '34007115003']"
34007155002,"['34007155001', '34007155003', '34007115001', '34007115002', '34007115003', '34007075009', '34007115004', '34007155004']"
34007135018,"['34007135014', '34007135003', '34007135005', '34007135023', '34007135017', '34007135013']"
34007135014,"['34007135018', '34007135003', '34007135009', '34007040405', '34007040402', '34007135005', '34007040407', '34007040408', '34007040409', '34007135019', '34007135012', '34007040401', '34007135015', '34007040406', '34007135002']"
34007135003,"['34007135018', '34007135014', '34007135009', '34007135006', '34007135023']"
34007135009,"['34007135014', '34007135003', '34005140004', '34007135006', '34005140008', '34005040007']"
34007115003,"['34007105002', '34007115002', '34007155002', '34007115004', '34007150005', '34007015004']"
34007075009,"['34007155002', '34007115004', '34007150005', '34007075021', '34007155004', '34007075026', '34007075012', '34007075016', '34007075001']"
34007115004,"['34007155002', '34007115003', '34007075009', '34007150005']"
34007150005,"['34007115003', '34007075009', '34007115004', '34007015004', '34007075021', '34007150003', '34007150001']"
34007015004,"['34007105002', '34007115003', '34007150005', '34007015003', '34007020007', '34007150001']"
34007015003,"['34007105001', '34007015005', '34007015004', '34007015001', '34007090002', '34007020007']"
34007015001,"['34007015003', '34007090003', '34007090002', '34007020007']"
34007090003,"['34007015001', '34007090002', '34007020007', '34007090007', '34007090006', '34007090005']"
34007090002,"['34007015005', '34007015003', '34007015001', '34007090003', '34007090001', '34007090004', '34007090005']"
34007020001,"['34007020007', '34007150001', '34007020002', '34007090007']"
34007020007,"['34007015004', '34007015003', '34007015001', '34007090003', '34007020001', '34007150001', '34007090007']"
34007075021,"['34007075009', '34007150005', '34007150003', '34007075001']"
34007130001,"['34007055001', '34007055006', '34007130002', '34007055005', '34007080004']"
34007055001,"['34007130001', '34007055010', '34007055003', '34007055002', '34007055004', '34007055008', '34007055006', '34007055005', '34007055011']"
34007150003,"['34007150005', '34007075021', '34007150001', '34007150002', '34007075001']"
34007150001,"['34007150005', '34007015004', '34007020001', '34007020007', '34007150003', '34007150004', '34007150002']"
34007150004,"['34007150001', '34007150002', '34007020002', '34007150006']"
34007150002,"['34007150003', '34007150001', '34007150004', '34007150006', '34015010004', '34007075022', '34007075002']"
34007020002,"['34007020001', '34007150004', '34007125003', '34007150006', '34007020004', '34007020003']"
34007125003,"['34007020002', '34007020003', '34007125004', '34007125001', '34007125002', '34007090007', '34007090006']"
34007150006,"['34007150004', '34007150002', '34007020002', '34015010004', '34007020004', '34015010019']"
34015010004,"['34007150002', '34007150006', '34015010019', '34015010020', '34015010008', '34015010021', '34015010001']"
34007020004,"['34007020002', '34007150006', '34007020003', '34015010019', '34015105001', '34007020005']"
34007020003,"['34007020002', '34007125003', '34007020004', '34007020005', '34007125004']"
34007040404,"['34007040405', '34007040402', '34007040211', '34007040303', '34007040103', '34007040410', '34007040401', '34007040403']"
34007040405,"['34007135014', '34007040404', '34007040402', '34007040303', '34007040406']"
34007040402,"['34007135014', '34007040404', '34007040405', '34007040401', '34007040403']"
34015010019,"['34007150006', '34015010004', '34007020004', '34015105001', '34015010020', '34015010017', '34015010015', '34015010021', '34015010018']"
34015105001,"['34007020004', '34015010019', '34007035001', '34015105003', '34015105002', '34007020005', '34007020006']"
34007035001,"['34015105001', '34015105002', '34007077302', '34007020006', '34007077301']"
34015010020,"['34015010004', '34015010019', '34015010021']"
34015010017,"['34015010019', '34015010007', '34015105003', '34015010015']"
34015100003,"['34015010007', '34015100002', '34015105002', '34015110102', '34015100010']"
34015010007,"['34015010017', '34015100003', '34015105003', '34015010015', '34015105002', '34015110103', '34015110102']"
34015105003,"['34015105001', '34015010017', '34015010007', '34015105002']"
34015010015,"['34015010019', '34015010017', '34015010007', '34015110103', '34015010018', '34015110201']"
34015100002,"['34015100003', '34015105002', '34015100010', '34015100009', '34015100015', '34015100008']"
34015105002,"['34015105001', '34007035001', '34015100003', '34015010007', '34015105003', '34015100002', '34007077301']"
34015110103,"['34015010007', '34015010015', '34015110102', '34015110101', '34015110201']"
34015110102,"['34015100003', '34015010007', '34015110103', '34015110101', '34015100010']"
34029060016,"['34029060010', '34029060012', '34029060018', '34029025320']"
34015110101,"['34015110103', '34015110102', '34015100015', '34015100005', '34015110201', '34015110203', '34015110202', '34015110302', '34015110301']"
34015100010,"['34015100003', '34015100002', '34015110102', '34015100009', '34015100005']"
34015100009,"['34015100002', '34015100010', '34015100015', '34015100005']"
34029025320,"['34029060010', '34029060012', '34029025332', '34029060016', '34029025206', '34029025235', '34029025240']"
34029025206,"['34029025332', '34029025320', '34029020002', '34029020004', '34029020007', '34029020005', '34029020006', '34029025205', '34029025235', '34029025236']"
34015060002,"['34015100015', '34015100008', '34015060003', '34015060001']"
34015100015,"['34015100002', '34015110101', '34015100009', '34015060002', '34015100008', '34015100005', '34015060003', '34015100007', '34015110301']"
34015100008,"['34015100002', '34015060002', '34015100015', '34015060003', '34015060004', '34015060001']"
34015100005,"['34015110101', '34015100010', '34015100009', '34015100015']"
34015060003,"['34015060002', '34015100015', '34015100008', '34015100007', '34015060004', '34015060001', '34015100001', '34015100016']"
34015100007,"['34015100015', '34015060003', '34015100001', '34015100016', '34015110302', '34015110304', '34015110303', '34015110301', '34015100013']"
34015060004,"['34015100008', '34015060003', '34015060001']"
34015060001,"['34015060002', '34015100008', '34015060003', '34015060004']"
34015100001,"['34015060003', '34015100007', '34015100016', '34015070005', '34015070001', '34015070003', '34015070004', '34015100013', '34015100017', '34015015001', '34015100004', '34015100019']"
34015100016,"['34015060003', '34015100007', '34015100001']"
34015070005,"['34015100001', '34015035001', '34015035004', '34015070004']"
34029005001,"['34029102002', '34029025000', '34029ZZZZZZ', '34029085003']"
34029102002,"['34029060010', '34029060006', '34029005001', '34029025000', '34029085003', '34029060017', '34029102001', '34029102005', '34029102004', '34029003002', '34029003007', '34029003008', '34029003005', '34029003011', '34029102003', '34029003013', '34029003009', '34029003014']"
34029025000,"['34029060013', '34029060014', '34029025139', '34029060006', '34029005001', '34029102002', '34029ZZZZZZ', '34029025103']"
34029ZZZZZZ,"['34029005001', '34029025000', '34029085003', '34029080005', '34001055008', '34001ZZZZZZ', '34029085002', '34029080006', '34029085001', '34029140001', '34029155001', '34029045001', '34029015001', '34025ZZZZZZ', '34029075002', '34025135003', '34029123004', '34029123003', '34029030026', '34029095001', '34029010001', '34029130001', '34029035008', '34029035026', '34029135001', '34029135002', '34029025103']"
34029060008,"['34029060006', '34029060007', '34029060017']"
34029060015,"['34029060014', '34029060006', '34029060005']"
34029085003,"['34029005001', '34029102002', '34029ZZZZZZ', '34029003002', '34029150001', '34029155001', '34029045001']"
34029060007,"['34029060006', '34029060018', '34029060002', '34029060008', '34029060017', '34029060001']"
34029060017,"['34029060006', '34029102002', '34029060008', '34029060007', '34029102001', '34029060001']"
34029060011,"['34029060010', '34029060009', '34029060001']"
34029102001,"['34029060010', '34029102002', '34029060017', '34029102004', '34029060001']"
34029102005,"['34029102002', '34029102006']"
34029102006,"['34029102005', '34029003011']"
34029102004,"['34029102002', '34029102001', '34029102003']"
34029150018,"['34029003002', '34029003004', '34029150001', '34029150015', '34029150010', '34029150006']"
34029003002,"['34029102002', '34029085003', '34029150018', '34029003004', '34029003006', '34029003001', '34029003011', '34029150001', '34029045001']"
34029003004,"['34029150018', '34029003002', '34029003006', '34029003007']"
34029003006,"['34029003002', '34029003004', '34029003007', '34029003011', '34029003010', '34029003003']"
34029003007,"['34029102002', '34029003004', '34029003006', '34029003012', '34029003008', '34029003011', '34029003013', '34029003010', '34029150012', '34029150006', '34029003003', '34029003014']"
34029003012,"['34029003007', '34029003008', '34029003014']"
34029003008,"['34029102002', '34029003007', '34029003012', '34029003014']"
34029003005,"['34029060010', '34005195001', '34029102002', '34029150005', '34029003013']"
34029160002,"['34029160001', '34029080005', '34029080011', '34029080002', '34029080016', '34029080009']"
34029160001,"['34029160002', '34029080005', '34029080001', '34029080011', '34029080012']"
34029080005,"['34029ZZZZZZ', '34029160002', '34029160001', '34029080001', '34029080011', '34029085002', '34029040001', '34029080006', '34029080010', '34029080016', '34029080015', '34029015001']"
34029080001,"['34029160001', '34029080005', '34029080011', '34029080012']"
34029080011,"['34029160002', '34029160001', '34029080005', '34029080001', '34029150005', '34005005001', '34029080002', '34029040001', '34029080012']"
34029150005,"['34005195001', '34029003005', '34029080011', '34029040001', '34029150002', '34029150014', '34029003013', '34029150009', '34029150007', '34029150010', '34029150008', '34029150021', '34029150017', '34029150011']"
34001010501,"['34001010502', '34001010401', '34001010601', '34001010602', '34001ZZZZZZ']"
34001010502,"['34001010501', '34001010404', '34001010401', '34001ZZZZZZ']"
34001010404,"['34001010502', '34001010302', '34001010401', '34001ZZZZZZ']"
34001010302,"['34001010404', '34001010401', '34001010303', '34001ZZZZZZ', '34001010201', '34001010304']"
34001010401,"['34001010501', '34001010502', '34001010404', '34001010302', '34001010602', '34001010403', '34001010303']"
34005185001,"['34005195001', '34005180004', '34005005001', '34001042103', '34005165004', '34001100201', '34001055002', '34001085201', '34001085301', '34001042203', '34001065004']"
34005005001,"['34005195001', '34029080011', '34005185001', '34029080002', '34001100201', '34001055008', '34029080008', '34029080007']"
34001042103,"['34005185001', '34001085301', '34001042203', '34001042102', '34001042202']"
34005165004,"['34005180004', '34005180003', '34005185001', '34005165002', '34001065004']"
34005165002,"['34005180003', '34005165004', '34005165001', '34005165003', '34007175006', '34001065003', '34001065004']"
34001045001,"['34001040004', '34011045001', '34001040018', '34009055001', '34001030101', '34001115001', '34001115002', '34001060001']"
34001040004,"['34001045001', '34001040018', '34001060007', '34001040021', '34001040003']"
34005165001,"['34005180003', '34005105012', '34005165002', '34005165003']"
34005165003,"['34005105012', '34005105013', '34005165002', '34005165001', '34007175006', '34005105016']"
34007175006,"['34005165002', '34005165003', '34007175004', '34001065003', '34005105016', '34007175007', '34007175008']"
34007175004,"['34007175006', '34001065003', '34007045001', '34007180102', '34007180103', '34007180101', '34007175005', '34007175008']"
34001065003,"['34005165002', '34007175006', '34007175004', '34001065004', '34007180101', '34001065006', '34001065007']"
34005105016,"['34005105013', '34005105007', '34005165003', '34007175006', '34007175007']"
34001050001,"['34001065002', '34001065001', '34001025003', '34015055411', '34015055408', '34001060006', '34001025004', '34007180101']"
34001065002,"['34001050001', '34001065001', '34007180101', '34001065006']"
34001065001,"['34001050001', '34001065002', '34001085101', '34001060006', '34001065005', '34001065007']"
34007175003,"['34005065020', '34007175007', '34007175005', '34007175001']"
34007175007,"['34005105007', '34005065020', '34007175006', '34005105016', '34007175003', '34007175005', '34007175008']"
34007180202,"['34007180105', '34007180104', '34007180106', '34007180303', '34007180205', '34007180204']"
34007180105,"['34007180202', '34007180104', '34015055408', '34007180102', '34007180103', '34007180204']"
34007180104,"['34007180202', '34007180105', '34007045001', '34007180106', '34007180103']"
34007045001,"['34007175004', '34007180104', '34007180106', '34007180103', '34007175005']"
34007180106,"['34007180202', '34007180104', '34007045001', '34007180205', '34007180203', '34007175005']"
34007170016,"['34005065020', '34007170006', '34007170011', '34007170009', '34007030001']"
34007170011,"['34005065020', '34007170006', '34007170016']"
34007170009,"['34007170006', '34007170016', '34007030003', '34007030001', '34007170010', '34007110009', '34007065002']"
34007030003,"['34007170009', '34007030001', '34007025004', '34007110009', '34007025001']"
34007030001,"['34007170016', '34007170009', '34007030003', '34007025001', '34007030002']"
34007170010,"['34007170006', '34007170003', '34007170009', '34007065002']"
34007025002,"['34007025004', '34007180401', '34007180205', '34007025001', '34007025005', '34007025003']"
34007025004,"['34007030003', '34007025002', '34007110009', '34007050003', '34007025001', '34007025003']"
34007110009,"['34007170009', '34007030003', '34007025004', '34007065002', '34007050003', '34007110005']"
34007065002,"['34007170003', '34007170019', '34007170017', '34007170009', '34007170010', '34007110009', '34007065001', '34007110004', '34007110003', '34007110005']"
34007065001,"['34007170002', '34007065002']"
34009ZZZZZZ,"['34011ZZZZZZ', '34009015001', '34001ZZZZZZ', '34009050002', '34009050001', '34011045002', '34009030007', '34009030015', '34009020006', '34009030001', '34009030017', '34009005001', '34009045004', '34009040401', '34009040402', '34001075001', '34009040204', '34009040203', '34009040102', '34009040202', '34009040104', '34009040103', '34009045001', '34009055011', '34009045003', '34009005003', '34009005002', '34009030011', '34009030010', '34009010005', '34009025108', '34009035102', '34009035101', '34009035204', '34009035203', '34009075004', '34009075005', '34009075002', '34009075001', '34009075003', '34009035202', '34009035201', '34009140004', '34009140003', '34009140002', '34009010003', '34009010002', '34009025306', '34009025307', '34009025202', '34009025206', '34009025207', '34009025101', '34009025201', '34009025208', '34009025109', '34009025105', '34009025103', '34009140005', '34009140001', '34009035104', '34009035103', '34009040105', '34009040302', '34009040303', '34009040304', '34009040205', '34009045002', '34009040405', '34009040305', '34009040404']"
34009015001,"['34009ZZZZZZ', '34009025307']"
34015035002,"['34015035001', '34015015006', '34015045001', '34015015005', '34015035006', '34015035003', '34015015003']"
34015035001,"['34015070005', '34015035002', '34015035004', '34015045001', '34015035003']"
34015120002,"['34015080002', '34015015006', '34015040008', '34015120003', '34015120001', '34015040005', '34015040003', '34015085001']"
34015080002,"['34015120002', '34015080003', '34033045002', '34015080001', '34015120001', '34015040005']"
34007110004,"['34007065002', '34007050003', '34007110007', '34007110003', '34007110005', '34007110002']"
34007050003,"['34007025004', '34007110009', '34007110004', '34007110007', '34007140003', '34007050002', '34007110005']"
34007110007,"['34007110004', '34007050003', '34007110005']"
34007110003,"['34007170002', '34007155001', '34007065002', '34007110004', '34007110002', '34007100001', '34007160005']"
34007160001,"['34007155001', '34007160003', '34007160006', '34007160005']"
34007160003,"['34007155001', '34007155003', '34007160001', '34007095001', '34007160004']"
